"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito",Compras,"Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"O'Higgins Region",8,11,1.375,CLP,10,"7 días tras clic o 1 día tras visualización",,9.09090909,10,909.09090909,,,,7,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Los Lagos Region",20,26,1.3,CLP,30,"7 días tras clic o 1 día tras visualización",1,3.84615385,30,1153.84615385,,,,9,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-21,"Maule Region",15,18,1.2,CLP,27,"7 días tras clic o 1 día tras visualización",,5.55555556,27,1500,,,,4,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Araucanía Region",49,50,1.02040816,CLP,56,"7 días tras clic o 1 día tras visualización",1,4,28,1120,,,,20,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Araucanía Region",14,15,1.07142857,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,933.33333333,,,,2,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",73,85,1.16438356,CLP,85,"7 días tras clic o 1 día tras visualización",1,4.70588235,21.25,1000,,,,25,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Los Lagos Region",19,27,1.42105263,CLP,22,"7 días tras clic o 1 día tras visualización",1,14.81481481,5.5,814.81481481,,,,9,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Antofagasta Region",6,6,1,CLP,8,"7 días tras clic o 1 día tras visualización",,16.66666667,8,1333.33333333,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Araucanía Region",9,13,1.44444444,CLP,18,"7 días tras clic o 1 día tras visualización",,0,0,1384.61538462,,,,3,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Atacama Region",4,4,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",5,5,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,200,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Coquimbo Region",5,6,1.2,CLP,2,"7 días tras clic o 1 día tras visualización",,16.66666667,2,333.33333333,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Coquimbo Region",31,33,1.06451613,CLP,36,"7 días tras clic o 1 día tras visualización",2,9.09090909,12,1090.90909091,,,,11,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Magallanes y la Antártica Chilena Region",2,2,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Arica y Parinacota Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Maule Region",4,4,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,750,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Santiago Metropolitan Region",19,19,1,CLP,22,"7 días tras clic o 1 día tras visualización",,5.26315789,22,1157.89473684,,,,3,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Tarapacá Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,1,,,,,,2025-06-21,2025-06-21
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Araucanía Region",601,710,1.18136439,CLP,882,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9,3.66197183,33.92307692,1242.25352113,,,,210,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Bío Bío Region",1261,1448,1.148295,CLP,1502,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,3.72928177,27.81481481,1037.29281768,,,,367,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Los Ríos Region",4,4,1,CLP,5,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1250,,,,1,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-21,"Araucanía Region",369,426,1.15447154,CLP,417,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,3.99061033,24.52941176,978.87323944,,,,80,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Valparaíso Region",7,9,1.28571429,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,555.55555556,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"O'Higgins Region",6,6,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,333.33333333,,,,,,,,,,2025-06-21,2025-06-21
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",7,8,1.14285714,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,1625,,,,2,,,,,,2025-06-21,2025-06-21
"Test Publicos : Temuco","Video pareja dcto","campaña ventas HotBoat",2025-06-21,"Araucanía Region",223,251,1.12556054,CLP,289,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,2.78884462,41.28571429,1151.39442231,,,,109,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"O'Higgins Region",38,41,1.07894737,CLP,43,"7 días tras clic o 1 día tras visualización",1,7.31707317,14.33333333,1048.7804878,,,,19,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",9,9,1,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,11.11111111,15,1666.66666667,,,,2,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Magallanes y la Antártica Chilena Region",18,21,1.16666667,CLP,24,"7 días tras clic o 1 día tras visualización",,4.76190476,24,1142.85714286,,,,5,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Maule Region",58,63,1.0862069,CLP,51,"7 días tras clic o 1 día tras visualización",1,1.58730159,51,809.52380952,,,,34,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Santiago Metropolitan Region",300,326,1.08666667,CLP,561,"7 días tras clic o 1 día tras visualización",3,3.06748466,56.1,1720.85889571,,,,125,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Tarapacá Region",8,8,1,CLP,7,"7 días tras clic o 1 día tras visualización",,0,0,875,,,,1,,,,,,2025-06-21,2025-06-21
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Los Lagos Region",118,130,1.10169492,CLP,132,"7 días tras clic o 1 día tras visualización",5,9.23076923,11,1015.38461538,,,,44,,,,,,2025-06-21,2025-06-21
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Araucanía Region",4,4,1,CLP,7,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,25,7,1750,,,,2,,,,,,2025-06-21,2025-06-21
"publico valdivia","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Los Ríos Region",953,1155,1.21196222,CLP,1549,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9,2.85714286,46.93939394,1341.12554113,,,,438,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",1126,1223,1.08614565,CLP,1182,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,5.64186427,17.13043478,966.47587899,,,,472,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video parejas amor","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",299,365,1.22073579,CLP,481,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,3.56164384,37,1317.80821918,,,,144,,,,,,2025-06-21,2025-06-21
"publico concepcion","Video pareja dcto","campaña ventas HotBoat",2025-06-21,"Bío Bío Region",9,9,1,CLP,10,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1111.11111111,,,,6,,,,,,2025-06-21,2025-06-21
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-06-21,"Araucanía Region",23,26,1.13043478,CLP,37,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1423.07692308,,,,10,,,,,,2025-06-21,2025-06-21
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat",2025-06-21,"Araucanía Region",6,6,1,CLP,15,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,2500,,,,2,,,,,,2025-06-21,2025-06-21
"Test Publicos : Temuco","Video explicando servicio corto","campaña ventas HotBoat",2025-06-21,"Araucanía Region",1113,1208,1.0853549,CLP,831,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",25,4.8013245,14.32758621,687.91390728,,,,456,,,,,,2025-06-21,2025-06-21
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Santiago Metropolitan Region",10,13,1.3,CLP,46,"7 días tras clic o 1 día tras visualización",,0,0,3538.46153846,,,,6,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Los Ríos Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Valparaíso Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Araucanía Region",3,3,1,CLP,3,"7 días tras clic o 1 día tras visualización",1,66.66666667,1.5,1000,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Bío Bío Region",1,1,1,CLP,10,"7 días tras clic o 1 día tras visualización",,0,0,10000,,,,,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Coquimbo Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Los Lagos Region",5,5,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,1200,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Aysén Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Los Ríos Region",17,18,1.05882353,CLP,15,"7 días tras clic o 1 día tras visualización",,5.55555556,15,833.33333333,,,,4,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Arica y Parinacota Region",7,7,1,CLP,13,"7 días tras clic o 1 día tras visualización",,0,0,1857.14285714,,,,2,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Valparaíso Region",65,68,1.04615385,CLP,54,"7 días tras clic o 1 día tras visualización",3,7.35294118,10.8,794.11764706,,,,23,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Antofagasta Region",27,31,1.14814815,CLP,40,"7 días tras clic o 1 día tras visualización",,12.90322581,10,1290.32258065,,,,14,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Araucanía Region",45,48,1.06666667,CLP,41,"7 días tras clic o 1 día tras visualización",,4.16666667,20.5,854.16666667,,,,14,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Santiago Metropolitan Region",20,25,1.25,CLP,41,"7 días tras clic o 1 día tras visualización",1,12,13.66666667,1640,,,,11,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Atacama Region",15,16,1.06666667,CLP,65,"7 días tras clic o 1 día tras visualización",,0,0,4062.5,,,,3,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Tarapacá Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Antofagasta Region",2,2,1,CLP,20,"7 días tras clic o 1 día tras visualización",,0,0,10000,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Maule Region",9,10,1.11111111,CLP,21,"7 días tras clic o 1 día tras visualización",,10,21,2100,,,,4,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Arica y Parinacota Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Coquimbo Region",26,26,1,CLP,61,"7 días tras clic o 1 día tras visualización",1,7.69230769,30.5,2346.15384615,,,,6,,,,,,2025-06-20,2025-06-20
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Los Ríos Region",19,19,1,CLP,9,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,5.26315789,9,473.68421053,,,,6,,,,,,2025-06-20,2025-06-20
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Araucanía Region",701,798,1.13837375,CLP,1203,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",20,5.76441103,26.15217391,1507.51879699,,,,332,,,,,,2025-06-20,2025-06-20
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Los Ríos Region",1,2,2,CLP,2,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,,,,,,,2025-06-20,2025-06-20
"publico pucon 1","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Araucanía Region",54,71,1.31481481,CLP,213,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,1.4084507,213,3000,,,,17,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Los Ríos Region",4,4,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Valparaíso Region",5,6,1.2,CLP,12,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Magallanes y la Antártica Chilena Region",1,2,2,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Antofagasta Region",3,3,1,CLP,6,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Araucanía Region",4,4,1,CLP,15,"7 días tras clic o 1 día tras visualización",,0,0,3750,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Atacama Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Bío Bío Region",7,7,1,CLP,7,"7 días tras clic o 1 día tras visualización",,14.28571429,7,1000,,,,4,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Coquimbo Region",1,2,2,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"O'Higgins Region",6,7,1.16666667,CLP,9,"7 días tras clic o 1 día tras visualización",,14.28571429,9,1285.71428571,,,,1,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-20,"Los Lagos Region",14,14,1,CLP,16,"7 días tras clic o 1 día tras visualización",,7.14285714,16,1142.85714286,,,,8,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"Bío Bío Region",49,50,1.02040816,CLP,61,"7 días tras clic o 1 día tras visualización",,2,61,1220,,,,19,,,,,,2025-06-20,2025-06-20
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-20,"Maule Region",2,2,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,,,,,,,,2025-06-20,2025-06-20
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-20,"O'Higgins Region",33,34,1.03030303,CLP,69,"7 días tras clic o 1 día tras visualización",,0,0,2029.41176471,,,,14,,,,,,2025-06-20,2025-06-20
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-20,"Los Lagos Region",18,20,1.11111111,CLP,22,"7 días tras clic o 1 día tras visualización",1,10,11,1100,,,,2,,,,,,2025-06-20,2025-06-20
